Date,Close
2015-10-02,24.805206298828125
2015-10-05,24.895095825195312
2015-10-06,25.014198303222656
2015-10-07,24.895095825195312
2015-10-08,24.60744857788086
2015-10-09,25.196231842041016
2015-10-12,25.07936668395996
2015-10-13,25.1220703125
2015-10-14,24.767005920410156
2015-10-15,25.137800216674805
2015-10-16,24.953529357910156
2015-10-19,25.10858917236328
2015-10-20,25.567028045654297
2015-10-21,25.56477928161621
2015-10-22,25.955801010131836
2015-10-23,26.76031494140625
2015-10-26,25.906368255615234
2015-10-27,25.742313385009766
2015-10-28,26.803014755249023
2015-10-29,27.0861759185791
2015-10-30,26.854705810546875
2015-11-02,27.232240676879883
2015-11-03,27.544607162475586
2015-11-04,27.416521072387695
2015-11-05,27.290124893188477
2015-11-06,27.321727752685547
2015-11-09,27.211139678955078
2015-11-10,26.353530883789062
2015-11-11,26.204574584960938
2015-11-12,26.116559982299805
2015-11-13,25.353740692138672
2015-11-16,25.768999099731445
2015-11-17,25.658411026000977
2015-11-18,26.470890045166016
2015-11-19,26.807161331176758
2015-11-20,26.924518585205078
2015-11-23,26.57469940185547
2015-11-24,26.82973289489746
2015-11-25,26.637895584106445
2015-11-27,26.588237762451172
2015-11-30,26.698835372924805
2015-12-01,26.4821720123291
2015-12-02,26.242937088012695
2015-12-03,25.99919891357422
2015-12-04,26.86357879638672
2015-12-07,26.694320678710938
2015-12-08,26.68303680419922
2015-12-09,26.093990325927734
2015-12-10,26.218122482299805
2015-12-11,25.54331398010254
2015-12-14,25.38533592224121
2015-12-15,24.93621826171875
2015-12-16,25.12804412841797
2015-12-17,24.595420837402344
2015-12-18,23.92964744567871
2015-12-21,24.22303581237793
2015-12-22,24.200475692749023
2015-12-23,24.511920928955078
2015-12-24,24.381019592285156
2015-12-28,24.107940673828125
2015-12-29,24.541259765625
2015-12-30,24.220788955688477
2015-12-31,23.755870819091797
2016-01-04,23.776174545288086
2016-01-05,23.180362701416016
2016-01-06,22.726730346679688
2016-01-07,21.767559051513672
2016-01-08,21.882661819458008
2016-01-11,22.236995697021484
2016-01-12,22.55972671508789
2016-01-13,21.979705810546875
2016-01-14,22.46042251586914
2016-01-15,21.921024322509766
2016-01-19,21.814956665039062
2016-01-20,21.844297409057617
2016-01-21,21.73370361328125
2016-01-22,22.88922882080078
2016-01-25,22.442365646362305
2016-01-26,22.56649398803711
2016-01-27,21.083728790283203
2016-01-28,21.234935760498047
2016-01-29,21.968421936035156
2016-02-01,21.763046264648438
2016-02-02,21.322952270507812
2016-02-03,21.744991302490234
2016-02-04,21.919715881347656
2016-02-05,21.33428382873535
2016-02-08,21.558923721313477
2016-02-09,21.554384231567383
2016-02-10,21.39100456237793
2016-02-11,21.261669158935547
2016-02-12,21.327472686767578
